Employee ID,age,gender,department,department_code,JobTitle,job_level,Education,MonthlyIncome,monthly_rate,hourly_rate,daily_rate,years_at_company,years_in_role,years_since_promotion,satisfaction_score,environment_satisfaction,Attrition,OverTime,distance_from_home,training_hours_last_year,num_companies_worked,manager_rating,work_life_balance,last_promotion_date
2097,21,Non-Binary,Finance,FIN-05,Tax Specialist,2,PhD,7749,8908,45,357,3,3,1,2 - Medium,4,Yes,Yes,2.0,35.0,0,4.0,Medium,2023-05-13
2098,34,Female,Engineering,ENG-02,Staff Engineer,5,Bachelor's,17330,19987,103,842,3,3,2,3 - High,3,No,Yes,4.0,40.0,0,4.0,Medium,2022-07-23
2099,35,Female,Finance,FIN-05,Senior Accountant,2,Bachelor's,6615,7886,39,309,12,6,1,4 - Very High,4,No,No,16.0,19.0,2,3.0,Very High,2023-02-21
2100,33,Female,Engineering,ENG-02,Engineering Manager,4,High School,11565,15529,67,528,8,6,5,4 - Very High,4,No,No,11.0,37.0,0,4.0,Very High,2019-08-11
2101,26,Male,Finance,FIN-05,Tax Specialist,1,Bachelor's,4719,5430,27,222,1,0,0,2 - Medium,4,No,No,4.0,25.0,0,1.0,High,2024-05-14
2102,38,Female,Finance,FIN-05,Controller,1,PhD,6764,8454,40,328,17,1,0,4 - Very High,4,No,No,8.0,18.0,0,3.0,Medium,01/08/2024
2103,21,Female,Sales,SAL-03,Account Executive,2,Bachelor's,6839,7889,41,323,0,0,0,3 - High,2,No,No,11.0,29.0,0,4.0,Very High,2024-04-21
2104,40,Female,Marketing,MKT-04,Content Strategist,2,Bachelor's,5761,6959,34,275,10,3,0,4 - Very High,4,No,No,12.0,24.0,2,3.0,High,06/18/2024
2105,26,Male,Engineering,ENG-02,Staff Engineer,3,Bachelor's,9033,12056,53,434,9,1,0,3 - High,4,No,No,5.0,29.0,1,5.0,High,2024-10-19
2106,26,Female,Engineering,ENG-02,ML Engineer,2,High School,7709,10275,45,357,0,0,0,2 - Medium,2,No,Yes,4.0,32.0,0,2.0,Medium,08/14/2024
2107,32,Male,Finance,FIN-05,Controller,5,Bachelor's,12007,15714,69,560,10,7,3,3 - High,3,No,No,9.0,26.0,0,3.0,Very High,05/13/2021
2108,31,Male,Sales,SAL-03,Sales Rep,1,Bachelor's,4459,5410,26,210,4,1,1,4 - Very High,4,No,No,3.0,28.0,1,3.0,Medium,2023-02-04
2109,21,Male,Sales,SAL-03,Account Executive,4,High School,8386,9756,49,391,2,0,0,4 - Very High,3,No,No,15.0,50.0,0,4.0,Very High,2024-08-15
2110,30,Male,Operations,OPS-06,Supply Chain Analyst,1,Master's,5556,6255,32,255,8,1,0,3 - High,1,No,No,10.0,22.0,0,4.0,Very High,2024-03-08
2111,33,Male,Sales,SAL-03,Sales Director,2,High School,6560,8693,39,320,3,0,0,2 - Medium,3,Yes,Yes,7.0,27.0,0,2.0,High,04/20/2024
2112,48,Male,Sales,SAL-03,Sales Director,5,High School,16023,18992,94,753,25,10,4,4 - Very High,3,No,No,3.0,24.0,0,2.0,High,07/17/2020
2113,34,Male,Engineering,ENG-02,Engineering Manager,2,High School,7938,8875,45,367,0,0,0,4 - Very High,3,No,No,11.0,26.0,6,5.0,Very High,2024-12-09
2114,29,Male,Engineering,ENG-02,Software Engineer,1,Bachelor's,5102,6697,30,235,0,0,0,2 - Medium,2,No,No,5.0,18.0,0,2.0,Very High,11/15/2024
2115,21,Female,Human Resources,HR-01,HR Coordinator,2,Master's,5267,6651,30,239,1,1,1,3 - High,4,No,No,5.0,30.0,0,4.0,Very high,2023-07-06
2116,27,Female,Operations,OPS-06,Process Engineer,5,Bachelor's,9428,10614,53,425,0,0,0,2 - Medium,4,No,No,27.0,23.0,3,,Medium,02/26/2025
2117,34,Male,Finance,FIN-05,Controller,1,Master's,6429,8777,37,302,11,0,0,4 - Very High,3,No,No,6.0,0.0,0,4.0,Very High,12/17/2024
2118,38,Male,Sales,SAL-03,Business Development Rep,3,High School,7995,10865,47,370,15,8,1,4 - Very High,4,No,No,15.0,8.0,0,4.0,Very High,2023-08-26
2119,35,Female,Engineering,ENG-02,QA Engineer,3,Master's,9717,11603,56,460,5,3,1,3 - High,3,No,Yes,5.0,18.0,0,4.0,Medium,04/17/2023
2120,32,Male,Operations,OPS-06,Operations Analyst,3,High School,6286,8157,37,300,8,7,2,3 - High,3,No,No,17.0,32.0,0,,High,05/05/2022
2121,31,Male,Engineering,ENG-02,Frontend Developer,1,High School,4940,5975,29,230,1,0,0,1 - Low,3,No,Yes,3.0,36.0,0,4.0,Very High,01/14/2024
2122,36,Male,Human Resources,HR-01,HR Director,2,Bachelor's,6251,7416,36,291,4,1,0,3 - High,4,No,No,10.0,0.0,0,4.0,Very High,2024-02-27
2123,23,Female,Engineering,ENG-02,Senior Engineer,2,Bachelor's,8337,10254,49,388,2,1,0,3 - High,2,No,No,8.0,15.0,0,3.0,High,01/26/2024
2124,30,Female,Engineering,ENG-02,Software Engineer,3,Master's,8723,9893,50,404,6,4,3,3 - High,2,No,No,6.0,36.0,2,3.0,High,2021-07-17
2125,30,Male,Marketing,MKT-04,Growth Analyst,1,Bachelor's,4644,5498,27,222,7,2,0,4 - Very High,3,No,No,10.0,12.0,1,5.0,Very High,12/07/2024
2126,28,Male,Engineering,ENG-02,QA Engineer,2,Bachelor's,6069,7778,34,274,0,0,0,3 - High,4,No,No,6.0,29.0,1,4.0,High,2024-10-30
2127,43,Non-Binary,Sales,SAL-03,Sales Manager,1,High School,5632,7493,32,259,21,2,1,3 - High,4,No,No,13.0,35.0,4,3.0,High,2023-12-26
2128,29,Female,Engineering,ENG-02,DevOps Engineer,2,Bachelor's,7999,10668,47,379,10,6,6,3 - High,3,No,Yes,13.0,29.0,0,3.0,High,12/16/2018
2129,40,Female,Operations,OPS-06,Operations Manager,2,PhD,7654,9458,45,369,19,9,1,3 - High,4,No,Yes,11.0,20.0,0,2.0,Low,04/20/2023
2130,22,Male,Operations,OPS-06,Process Engineer,4,Master's,9907,11392,57,460,2,0,0,4 - Very High,3,No,No,5.0,28.0,0,4.0,Very High,2024-10-31
2131,39,Male,Marketing,MKT-04,Digital Marketing Lead,1,Master's,6426,8184,38,309,5,1,0,4 - Very High,3,No,no,14.0,20.0,1,4.0,Very High,2024-01-09
2132,43,Female,Operations,OPS-06,Process Engineer,3,Bachelor's,6695,7667,38,303,7,3,1,4 - Very High,3,No,No,5.0,20.0,3,,High,2023-01-26
2133,35,Female,Engineering,ENG-02,Engineering Manager,1,Bachelor's,7554,10039,43,343,13,13,8,3 - High,3,No,No,9.0,14.0,2,2.0,Medium,2016-05-10
2134,40,Female,Engineering,ENG-02,Backend Developer,2,Master's,7982,9028,47,375,5,5,1,2 - Medium,2,No,No,6.0,39.0,2,1.0,Medium,2023-05-28
2135,42,Female,Operations,OPS-06,Operations Manager,2,PhD,6552,7461,38,300,7,6,6,2 - Medium,1,No,No,23.0,22.0,2,4.0,Very High,01/20/2018
2136,27,Male,Engineering,ENG-02,Staff Engineer,2,Bachelor's,7953,9688,47,387,0,0,0,4 - Very High,3,No,No,5.0,30.0,0,4.0,Very High,2024-07-24
2137,34,Male,Marketing,MKT-04,SEO Specialist,2,Master's,5887,7230,34,273,0,0,0,4 - Very High,3,No,No,9.0,15.0,1,3.0,High,2024-11-14
2138,38,Male,Operations,OPS-06,Process Engineer,3,Master's,8212,11104,46,362,19,16,6,4 - Very High,3,No,No,4.0,29.0,0,,High,2018-05-04
2139,52,Female,Marketing,MKT-04,Digital Marketing Lead,2,Bachelor's,6538,8992,37,293,24,7,3,4 - Very High,3,No,No,13.0,14.0,2,2.0,High,09/15/2021
2140,24,Female,Engineering,ENG-02,QA Engineer,3,Bachelor's,7403,9345,42,341,1,1,1,3 - High,4,No,No,10.0,16.0,0,4.0,Very High,2023-08-22
2141,31,Male,Engineering,ENG-02,Staff Engineer,5,Bachelor's,15578,19875,92,730,0,0,0,4 - Very High,3,No,No,7.0,34.0,2,2.0,High,2025-02-10
2142,21,Female,Sales,SAL-03,Sales Manager,2,High School,5899,6644,34,273,0,0,0,1 - Low,2,No,No,6.0,26.0,2,4.0,Very High,2024-05-17
2143,42,Female,Operations,OPS-06,Operations Analyst,4,High School,7531,9576,44,356,6,0,0,4 - Very High,3,No,Yes,7.0,17.0,3,5.0,High,2024-03-20
2144,23,Male,Operations,OPS-06,Process Engineer,3,Master's,8370,10366,47,371,7,6,1,3 - High,2,No,No,30.0,35.0,1,2.0,Medium,2023-06-14
2145,33,Male,Marketing,MKT-04,Digital Marketing Lead,3,Bachelor's,7660,9379,44,356,2,2,2,3 - High,3,No,No,4.0,0.0,0,3.0,Very High,2022-08-30
2146,31,Male,Engineering,ENG-02,Software Engineer,4,High School,8045,10758,47,380,1,0,0,4 - Very High,4,No,Yes,5.0,34.0,1,4.0,High,06/09/2024
2147,26,Male,Engineering,ENG-02,QA Engineer,1,Bachelor's,5064,6598,30,236,0,0,0,3 - High,3,No,No,4.0,32.0,4,3.0,Medium,2025-02-08
2148,29,Female,Human Resources,HR-01,HR Analyst,1,Bachelor's,4642,6284,27,212,6,6,3,2 - Medium,3,No,No,3.0,26.0,0,3.0,High,2021-03-30
2149,32,Male,Sales,SAL-03,Sales Rep,1,Master's,5020,6811,29,235,0,0,0,3 - High,3,No,Yes,3.0,18.0,1,4.0,Very High,03/01/2024
2150,33,Female,Operations,OPS-06,Operations Manager,1,High School,4085,4586,24,191,2,1,1,3 - High,2,No,No,16.0,29.0,3,3.0,High,2023-03-28
2151,24,Male,Human Resources,HR-01,Benefits Specialist,1,Master's,4351,5752,26,211,4,1,0,3 - High,4,No,No,13.0,33.0,0,3.0,High,2024-07-06
2152,29,Male,Engineering,ENG-02,DevOps Engineer,1,Bachelor's,5460,7520,31,246,1,1,1,2 - Medium,2,No,Yes,11.0,18.0,0,4.0,Very High,2024-03-15
2153,32,Female,Sales,SAL-03,Sales Manager,5,Master's,11834,14179,69,543,0,0,0,3 - High,3,No,Yes,22.0,3.0,2,,High,06/17/2024
2154,30,Female,Engineering,ENG-02,DevOps Engineer,4,Master's,11043,14611,66,538,2,2,0,4 - Very High,3,No,No,9.0,24.0,3,,High,12/19/2024
2155,22,Male,Engineering,ENG-02,QA Engineer,1,Master's,5345,6903,32,258,2,1,1,4 - Very High,3,No,No,2.0,9.0,0,3.0,High,08/09/2023
2156,26,Male,Operations,OPS-06,Facilities Manager,3,PhD,6521,8237,38,311,2,2,0,4 - Very High,3,No,No,7.0,32.0,1,,High,03/20/2024
2157,34,Female,Operations,OPS-06,Operations Manager,1,High School,5368,6648,30,242,9,1,0,4 - Very High,1,No,Yes,13.0,18.0,0,3.0,High,2024-08-06
2158,41,Female,Sales,SAL-03,Sales Manager,5,PhD,13298,17351,75,609,0,0,0,2 - Medium,3,No,Yes,6.0,36.0,4,,Medium,2024-07-12
2159,45,Male,Engineering,ENG-02,Frontend Developer,3,Master's,8724,10212,49,388,10,2,0,4 - Very High,3,No,No,4.0,20.0,2,4.0,High,2024-09-27
2160,38,Male,Engineering,ENG-02,Software Engineer,1,Master's,7396,8204,44,353,11,10,8,2 - Medium,4,No,No,6.0,37.0,0,3.0,Very High,09/03/2016
2161,35,Female,Sales,SAL-03,Account Executive,1,Bachelor's,5572,6575,32,263,9,8,4,4 - Very High,4,No,No,8.0,20.0,2,,High,05/04/2020
2162,43,Male,Sales,SAL-03,Regional Sales Lead,4,High School,9089,10150,51,401,10,10,0,3 - High,4,No,Yes,1.0,27.0,1,5.0,High,2024-10-14
2163,49,Male,Engineering,ENG-02,QA Engineer,2,Bachelor's,7787,9499,44,361,17,8,4,2 - Medium,3,No,No,14.0,24.0,1,1.0,Medium,06/05/2020
2164,23,Female,Marketing,MKT-04,Brand Manager,2,PhD,6118,8248,35,278,0,0,0,2 - Medium,2,No,No ,7.0,34.0,2,3.0,High,2024-05-13
2165,33,Female,Sales,SAL-03,Account Executive,3,Bachelor's,6572,8902,37,302,1,1,1,4 - Very High,2,No,No,6.0,22.0,2,3.0,Very High,2023-06-30
2166,22,Female,Human Resources,HR-01,Recruiter,1,Bachelor's,3903,5165,22,181,0,0,0,4 - Very High,3,No,No,8.0,28.0,0,3.0,Very High,01/02/2025
2167,34,Male,Finance,FIN-05,Senior Accountant,3,Bachelor's,7685,8839,43,350,6,3,3,2 - Medium,2,No,Yes,8.0,27.0,0,4.0,Very High,2021-07-05
2168,25,Male,Engineering,ENG-02,ML Engineer,2,High School,7612,10206,44,349,0,0,0,2 - Medium,3,No,No,7.0,15.0,1,3.0,High,2024-06-06
2169,42,Female,Sales,SAL-03,Account Executive,3,Master's,9432,11343,55,447,13,9,4,4 - Very High,3,No,No,8.0,36.0,0,3.0,Medium,2020-08-16
2170,45,Female,Engineering,ENG-02,QA Engineer,1,Master's,6244,8201,36,284,22,6,2,4 - Very High,3,No,Yes,5.0,6.0,1,4.0,Very High,12/04/2022
2171,41,Female,Operations,OPS-06,Operations Manager,2,Bachelor's,6905,8085,39,310,12,5,5,3 - High,3,No,Yes,4.0,17.0,1,5.0,Medium,12/04/2019
2172,27,Female,Finance,FIN-05,Financial Analyst,1,Bachelor's,4352,5482,26,211,6,5,3,3 - High,3,No,Yes,11.0,22.0,0,2.0,Low,2021-04-22
2173,45,Female,Engineering,ENG-02,Senior Engineer,2,Master's,9578,11933,57,462,16,5,2,3 - High,3,No,No,7.0,12.0,3,5.0,Very High,2022-08-15
2174,32,Female,Marketing,MKT-04,Marketing Analyst,2,Bachelor's,5600,7055,32,261,4,2,1,4 - Very High,3,No,No,9.0,31.0,1,5.0,High,2023-11-17
2175,24,Male,Marketing,MKT-04,Digital Marketing Lead,1,Bachelor's,5801,7640,34,270,9,8,5,3 - High,2,No,Yes,24.0,25.0,2,,Low,03/16/2019
2176,21,Female,Engineering,ENG-02,Engineering Manager,2,Bachelor's,8536,10333,48,394,1,1,1,3 - High,3,No,No,19.0,23.0,0,2.0,Very High,11/03/2023
2177,31,Male,Operations,OPS-06,Operations Manager,1,Bachelor's,4638,5308,27,218,3,0,0,2 - Medium,2,No,Yes,12.0,16.0,0,4.0,High,2024-02-24
2178,36,Female,Engineering,ENG-02,DevOps Engineer,4,Master's,10853,14143,64,527,0,0,0,4 - Very High,4,No,No,9.0,25.0,4,3.0,High,2025-01-30
2179,35,Female,Finance,FIN-05,Finance Manager,1,Bachelor's,5944,7990,33,270,2,0,0,3 - High,3,No,No,9.0,12.0,5,3.0,High,2024-03-15
2180,42,Female,Engineering,ENG-02,Senior Engineer,2,Master's,9348,11410,54,445,8,3,2,3 - High,4,No,No,12.0,33.0,2,4.0,Very High,2022-08-29
2181,31,Male,Operations,OPS-06,Operations Analyst,3,Master's,7566,8995,43,354,1,1,0,2 - Medium,3,No,No,7.0,14.0,1,2.0,Very High,2024-10-14
2182,26,Male,Engineering,ENG-02,Frontend Developer,2,Master's,7885,9429,46,370,2,2,0,4 - Very High,3,No,No,12.0,17.0,2,3.0,High,01/03/2024
2183,30,Female,Finance,FIN-05,Auditor,4,Bachelor's,9698,12261,57,460,2,0,0,1 - Low,3,Yes,Yes,14.0,36.0,1,1.0,Medium,12/03/2024
2184,49,Female,Marketing,MKT-04,Content Strategist,1,Bachelor's,5042,6958,29,237,20,18,10,4 - Very High,4,No,No,6.0,25.0,0,3.0,Very High,05/19/2014
2185,41,Male,Engineering,ENG-02,Backend Developer,1,Bachelor's,6051,7166,35,287,11,7,7,4 - Very High,3,No,No,6.0,34.0,3,4.0,Very High,11/11/2017
2186,41,Female,Engineering,ENG-02,DevOps Engineer,1,High School,6424,7955,38,300,25,2,2,3 - High,3,No,Yes,7.0,19.0,0,5.0,Very High,2022-06-03
2187,26,Female,Marketing,MKT-04,Brand Manager,3,Bachelor's,8590,9760,49,384,6,3,1,3 - High,4,No,No,5.0,11.0,0,1.0,Very High,2023-09-17
2188,27,Female,Operations,OPS-06,Operations Manager,1,Master's,4922,5499,29,233,1,1,0,3 - High,4,No,No,7.0,17.0,0,2.0,High,01/23/2024
2189,30,Male,Finance,FIN-05,Financial Analyst,1,Master's,5469,6113,31,251,0,0,0,2 - Medium,2,No,Yes,11.0,39.0,0,3.0,Medium,09/21/2024
2190,39,Male,Marketing,MKT-04,Growth Analyst,4,Bachelor's,7935,9834,45,356,0,0,0,1 - Low,1,No,No,9.0,24.0,0,,Very High,2025-05-22
2191,32,Male,Operations,OPS-06,Logistics Coordinator,3,Bachelor's,6057,7094,35,284,5,5,3,4 - Very High,4,No,Yes,5.0,43.0,0,3.0,Medium,2021-02-05
2192,29,Male,Operations,OPS-06,Process Engineer,3,Bachelor's,6368,7034,37,295,2,1,0,3 - High,3,No,No,14.0,26.0,2,2.0,Very High,2024-09-12
2193,31,Female,Finance,FIN-05,Auditor,1,Bachelor's,5881,6768,35,275,4,0,0,4 - Very High,2,No,No,10.0,31.0,0,4.0,High,
2194,41,Male,Operations,OPS-06,Supply Chain Analyst,2,Master's,5783,7547,34,278,17,3,1,3 - High,4,No,No,15.0,39.0,1,3.0,Very High,05/10/2023
2195,28,Male,Human Resources,HR-01,HR Analyst,3,Master's,6488,8912,37,296,3,1,0,3 - High,2,No,No,10.0,39.0,0,3.0,High,2024-04-14
2196,34,Female,Engineering,ENG-02,ML Engineer,5,Bachelor's,16354,21615,96,780,6,5,0,1 - Low,4,No,No,6.0,36.0,2,2.0,Very High,02/14/2024
2197,31,Female,Engineering,ENG-02,Frontend Developer,3,Master's,9901,12168,56,445,2,1,0,4 - Very High,4,No,No,9.0,41.0,0,5.0,Very High,2024-09-20
2198,40,Male,Engineering,ENG-02,Senior Engineer,3,Master's,9491,12545,53,432,10,6,1,4 - Very High,3,No,No,8.0,32.0,0,5.0,High,2023-04-05
2199,38,Female,Marketing,MKT-04,Marketing Manager,4,Bachelor's,9184,11146,53,417,22,9,5,4 - Very High,3,No,No,8.0,27.0,2,5.0,High,2019-07-25
2200,21,Male,Engineering,ENG-02,Data Engineer,2,Bachelor's,6931,9054,39,321,2,1,0,2 - Medium,3,No,No,4.0,24.0,1,3.0,High,2024-01-03
2201,25,Female,Sales,SAL-03,Sales Director,4,Bachelor's,11670,15040,65,528,1,0,0,3 - High,2,No,Yes,16.0,34.0,0,4.0,Medium,2024-06-09
2202,29,Male,Marketing,MKT-04,Growth Analyst,4,Bachelor's,8490,10397,48,385,7,6,1,3 - High,4,Yes,No,28.0,27.0,1,4.0,Very High,2023-04-09
2203,27,Male,Marketing,MKT-04,Digital Marketing Lead,2,Bachelor's,6093,7245,35,285,1,1,1,3 - High,4,No,No,12.0,28.0,2,3.0,High,2024-03-03
2204,25,Male,Engineering,ENG-02,QA Engineer,2,Bachelor's,6430,8507,38,301,1,0,0,3 - High,4,No,No,4.0,38.0,0,5.0,Very High,2024-08-20
2205,21,Male,Operations,OPS-06,Supply Chain Analyst,2,Master's,5040,6696,28,230,0,0,0,2 - Medium,2,Yes,No,38.0,24.0,0,1.0,Medium,2024-11-11
2206,33,Female,Marketing,MKT-04,Brand Manager,1,Bachelor's,5051,6950,29,230,8,0,0,3 - High,3,No,No,7.0,37.0,0,2.0,Very High,2024-08-16
2207,21,Male,Finance,FIN-05,Tax Specialist,1,High School,4245,5993,24,193,1,1,1,2 - Medium,4,No,No,8.0,37.0,1,3.0,High,2023-10-17
2208,25,Male,Sales,SAL-03,Sales Rep,3,Bachelor's,7802,10433,45,368,5,0,0,2 - Medium,3,No,No,10.0,15.0,0,3.0,Medium,2024-04-17
2209,40,Female,Sales,SAL-03,Senior Sales Rep,4,Bachelor's,10880,14242,64,510,25,19,11,3 - High,4,No,No,2.0,25.0,3,4.0,Very High,2013-10-14
2210,51,Male,Engineering,ENG-02,Staff Engineer,2,PhD,12057,13626,68,534,24,3,0,2 - Medium,2,No,Yes,4.0,24.0,0,2.0,Medium,11/24/2024
2211,39,Male,Operations,OPS-06,Process Engineer,2,PhD,6773,8815,38,309,3,1,0,3 - High,4,No,No,,23.0,3,5.0,Very High,01/29/2024
2212,32,Female,Engineering,ENG-02,Backend Developer,2,Master's,8223,11086,47,384,1,1,1,4 - Very High,3,No,No,7.0,23.0,5,3.0,Very High,2023-10-30
2213,46,Male,Engineering,ENG-02,Data Engineer,1,High School,5308,6663,30,236,4,0,0,4 - Very High,2,No,No,11.0,37.0,0,4.0,Very High,02/27/2024
2214,31,Male,Marketing,MKT-04,SEO Specialist,2,High School,5725,6825,32,255,6,0,0,4 - Very High,4,No,No,8.0,21.0,0,4.0,Very High,2024-12-03
2215,37,Female,Finance,FIN-05,Controller,4,Bachelor's,10204,12312,60,487,4,1,1,2 - Medium,3,No,No,8.0,21.0,6,,Very High,07/23/2023
2216,26,Male,Sales,SAL-03,Sales Manager,1,Bachelor's,4832,6161,28,221,5,4,3,4 - Very High,3,No,No,13.0,16.0,0,3.0,High,05/05/2021
2217,41,Non-Binary,Engineering,ENG-02,Software Engineer,1,Bachelor's,6270,7996,37,298,12,5,2,4 - Very High,3,Yes,No,7.0,23.0,0,3.0,Very High,2022-05-03
2218,26,Female,Marketing,MKT-04,SEO Specialist,1,Bachelor's,4664,6328,27,219,3,0,0,4 - Very High,3,No,No,7.0,20.0,0,4.0,Very High,2024-06-12
2219,51,Female,Sales,SAL-03,Sales Rep,3,Bachelor's,7945,10121,46,378,21,16,11,2 - Medium,2,No,Yes,5.0,20.0,0,4.0,High,2013-11-17
2220,43,Non-Binary,Operations,OPS-06,Supply Chain Analyst,1,High School,3919,5509,22,178,11,1,0,3 - High,3,No,No,5.0,34.0,2,3.0,Medium,2024-01-14
2221,32,Female,Finance,FIN-05,Senior Accountant,2,Master's,6658,9137,39,318,5,0,0,3 - High,3,No,No,4.0,21.0,1,2.0,Very High,2024-04-11
2222,53,Female,Sales,SAL-03,Sales Rep,2,Master's,7719,9786,46,366,29,24,12,4 - Very High,4,No,No,13.0,37.0,0,4.0,Very High,2012-11-05
2223,40,Male,Engineering,ENG-02,Frontend Developer,4,High School,10545,12651,59,469,2,1,0,2 - Medium,3,No,No,14.0,22.0,4,4.0,Very High,05/17/2024
2224,44,Female,Engineering,ENG-02,QA Engineer,2,Bachelor's,6940,8257,40,327,6,2,1,2 - Medium,4,Yes,No,7.0,29.0,2,3.0,Very High,02/19/2023
2225,29,Female,Human Resources,HR-01,HR Analyst,3,Master's,6948,8121,40,327,8,6,3,4 - Very High,3,No,No,5.0,47.0,1,5.0,Very High,2021-11-13
2226,39,Male,Engineering,ENG-02,Data Engineer,4,Bachelor's,12896,14272,76,618,17,1,1,3 - High,2,No,No,11.0,50.0,0,3.0,High,05/23/2023
2227,21,Male,Marketing,MKT-04,Marketing Analyst,4,PhD,9353,10454,55,450,0,0,0,4 - Very High,4,No,No,12.0,24.0,1,4.0,High,04/14/2025
2228,21,Female,Sales,SAL-03,Sales Director,4,Bachelor's,10737,14307,63,503,0,0,0,3 - High,3,No,No,20.0,0.0,0,3.0,High,2024-04-22
2229,21,Female,Operations,OPS-06,Operations Manager,1,Bachelor's,4915,6185,28,220,5,1,1,2 - Medium,2,No,Yes,24.0,23.0,0,3.0,Very High,2023-04-15
2230,29,Male,Engineering,ENG-02,Senior Engineer,3,High School,8780,10114,50,408,0,0,0,4 - Very High,3,No,No,7.0,25.0,1,3.0,Very High,2024-07-20
2231,25,Female,Sales,SAL-03,Senior Sales Rep,1,Bachelor's,5242,6300,31,253,4,1,1,3 - High,1,No,Yes,7.0,24.0,1,2.0,Low,2023-08-22
2232,46,Female,Human Resources,HR-01,HR Analyst,1,Master's,5671,6380,32,255,13,6,1,4 - Very High,2,No,No,4.0,20.0,1,5.0,High,03/19/2023
2233,37,Male,Operations,OPS-06,Process Engineer,1,High School,4829,6334,28,220,19,0,0,2 - Medium,2,No,No,7.0,0.0,1,4.0,Very High,11/16/2024
2234,38,Male,Engineering,ENG-02,Staff Engineer,5,PhD,20396,24862,119,944,7,5,2,2 - Medium,3,No,No,2.0,12.0,1,4.0,Very High,2022-07-02
2235,25,Female,Sales,SAL-03,Account Executive,2,Master's,7156,9398,42,343,9,2,1,2 - Medium,2,No,Yes,7.0,38.0,0,3.0,Medium,04/15/2023
2236,21,Female,Operations,OPS-06,Logistics Coordinator,3,Master's,6431,8551,38,311,0,0,0,2 - Medium,3,Yes,No,2.0,27.0,2,3.0,High,12/02/2024
2237,41,Female,Sales,SAL-03,Senior Sales Rep,3,Master's,8497,10563,50,394,13,9,8,4 - Very High,3,No,No,2.0,35.0,1,,Very High,2016-10-07
2238,24,Female,Operations,OPS-06,Supply Chain Analyst,2,Bachelor's,4717,5815,27,219,1,1,1,4 - Very High,4,No,No,11.0,24.0,0,4.0,Very High,2023-10-20
2239,51,Male,Marketing,MKT-04,SEO Specialist,2,Bachelor's,6192,8116,35,282,19,3,2,2 - Medium,3,No,Yes,10.0,17.0,0,3.0,High,02/27/2022
2240,43,Male,Operations,OPS-06,Supply Chain Analyst,1,Bachelor's,3861,5544,22,174,3,0,0,3 - High,4,No,Yes,8.0,28.0,3,4.0,Very High,08/09/2024
2241,33,Male,Engineering,ENG-02,QA Engineer,1,High School,5174,6656,30,235,5,4,4,2 - Medium,2,No,No,15.0,41.0,2,1.0,Very High,2020-10-01
2242,27,Male,Operations,OPS-06,Facilities Manager,3,Bachelor's,5622,6806,32,255,0,0,0,4 - Very High,4,No,No,4.0,27.0,1,5.0,High,2024-10-25
2243,28,Male,Engineering,ENG-02,Data Engineer,2,Bachelor's,8028,10574,45,363,1,0,0,3 - High,3,No,No,7.0,20.0,0,4.0,Very High,09/07/2024
2244,31,Male,Sales,SAL-03,Business Development Rep,4,Bachelor's,7449,9639,43,340,0,0,0,4 - Very High,3,No,No,10.0,11.0,1,3.0,Medium,12/23/2024
2245,30,Male,Finance,FIN-05,Senior Accountant,2,Master's,6043,6729,35,284,1,0,0,2 - Medium,3,No,Yes,6.0,36.0,1,4.0,Very High,2024-11-25
2246,31,Male,Operations,OPS-06,Process Engineer,2,High School,4822,6302,28,229,5,4,1,4 - Very High,4,No,No,4.0,38.0,0,3.0,Medium,03/12/2023
2247,60,Female,Engineering,ENG-02,DevOps Engineer,4,Bachelor's,11684,14770,69,557,27,20,4,4 - Very High,3,No,Yes,5.0,42.0,2,3.0,High,04/11/2020
2248,24,Male,Sales,SAL-03,Sales Manager,4,Master's,10852,12419,64,525,3,1,0,3 - High,3,No,No,9.0,29.0,0,5.0,Very High,08/28/2024
2249,46,Male,Engineering,ENG-02,Frontend Developer,2,High School,6036,7097,36,293,10,8,3,4 - Very High,3,No,No,10.0,23.0,0,2.0,high,2021-12-04
2250,49,Male,Sales,SAL-03,Sales Rep,2,Bachelor's,7225,8953,41,335,28,13,13,4 - Very High,4,Yes,No,8.0,19.0,0,4.0,Very High,12/21/2011
2251,23,Male,Sales,SAL-03,Sales Rep,4,Bachelor's,8446,9617,48,391,8,6,1,3 - High,4,No,Yes,25.0,38.0,0,3.0,High,2023-08-24
2252,29,Female,Sales,SAL-03,Sales Rep,2,Master's,6229,7903,37,296,6,1,1,2 - Medium,2,No,No,3.0,29.0,0,1.0,Very High,09/04/2023
2253,30,Female,Marketing,MKT-04,Growth Analyst,1,Bachelor's,5078,6168,29,229,1,0,0,3 - High,4,No,No,9.0,19.0,2,3.0,Medium,01/16/2024
2254,27,Non-Binary,Sales,SAL-03,Sales Manager,1,High School,5138,5719,29,231,4,3,0,3 - High,2,No,Yes,4.0,14.0,1,,Medium,2024-01-25
2255,38,Male,Engineering,ENG-02,Frontend Developer,3,Master's,10958,13874,64,522,20,2,2,4 - Very High,2,No,No,11.0,24.0,3,3.0,High,2022-02-03
2256,26,Male,Engineering,ENG-02,Engineering Manager,1,High School,5532,6533,33,270,0,0,0,3 - High,4,No,No,8.0,21.0,0,4.0,High,2024-12-25
